"","title","male_vs_female","male_rating","genre","popular","budget","young","critics","reviews","male_vote_prop","male_votes","duration","year","male_gt_female","total_votes","comedy","drama"
"2014","So cosa hai fatto",-0.0999999999999996,5.7,"Horror",130083,1.7e+07,0.158333333333333,163,445,0.61301860347561,80040,101,1997,0,130567,"no","no"
"2015","Tempesta di ghiaccio",0,7.4,"Drama",52262,1.8e+07,0.078224424865394,135,301,0.619724718462063,32688,112,1997,0,52746,"no","no"
"2018","In & Out",-0.4,6.3,"Comedy",37504,3.5e+07,0.0450653654943841,78,152,0.57186479941034,21724,90,1997,0,37988,"no","no"
"2023","Jackie Brown",0,7.5,"Crime",308938,1.2e+07,0.194408682112895,174,545,0.695344868819929,215155,154,1997,0,309422,"no","no"
"2024","The Journey: Absolution",0.4,2.7,"Sci-Fi",-169,1700000,0.0423728813559322,4,7,0.749206349206349,236,94,1997,1,315,"no","no"
"2028","Equivoci d'amore",-0.600000000000001,6.1,"Comedy",480,1200000,0.0229885057471264,4,29,0.54149377593361,522,102,1997,0,964,"no","no"
"2033","Il collezionista",-0.4,6.5,"Crime",63902,2.7e+07,0.0844005092488579,74,165,0.62216941571149,40059,115,1997,0,64386,"no","no"
"2035","L.A. Confidential",0.300000000000001,8.3,"Crime",521046,3.5e+07,0.199952307818963,132,715,0.675433819722739,352259,138,1997,1,521530,"no","no"
"2046","Bugiardo bugiardo",0.100000000000001,6.9,"Comedy",275588,4.5e+07,0.239188271570581,80,294,0.65079399576922,179666,86,1997,1,276072,"no","no"
"2057","Il mondo perduto - Jurassic Park",-0.100000000000001,6.6,"Action",370516,7.3e+07,0.223331323460176,206,664,0.65266307277628,242138,129,1997,0,371000,"no","no"
"2063","Twilight",0,6.2,"Crime",9755,3.7e+07,0.037680736088798,74,102,0.668717648207833,6847,94,1998,0,10239,"no","no"
"2068","La mia flotta privata",-0.800000000000001,4.6,"Action",5855,31190000,0.0346320346320346,21,43,0.692380501656413,4389,108,1997,0,6339,"no","no"
"2070","Vi presento Joe Black",-0.0999999999999996,7.2,"Drama",210136,9e+07,0.143534761238827,102,806,0.580557401956129,122277,178,1998,0,210620,"no","no"
"2072","Men in Black",0,7.3,"Action",506515,9e+07,0.242181820403326,162,351,0.645717249935404,327378,98,1997,0,506999,"no","no"
"2075","Uno sbirro tuttofare",0.0999999999999996,5.5,"Action",24812,5.5e+07,0.0715316760224539,45,58,0.739444971537002,18705,117,1997,1,25296,"no","no"
"2076","Mezzanotte nel giardino del bene e del male",-0.4,6.5,"Crime",35765,3.5e+07,0.0374220374220374,67,228,0.597119920549532,21645,155,1997,0,36249,"no","no"
"2082","Traffico di diamanti",0.100000000000001,6.2,"Action",26713,2.5e+07,0.127003945462718,33,46,0.736220906717653,20023,97,1997,1,27197,"no","no"
"2083","Montana",-0.2,6.2,"Action",988,4e+06,0.0260416666666667,11,23,0.652173913043478,960,96,1998,0,1472,"no","no"
"2085","Mortal Kombat - Distruzione totale",-0.6,3.7,"Action",45402,3e+07,0.14616174959636,70,289,0.742383297737872,34065,95,1997,0,45886,"no","no"
"2087","Un topolino sotto sfratto",0,6.4,"Comedy",50028,3.8e+07,0.239903093331758,73,114,0.670078397212544,33847,98,1997,0,50512,"no","no"
"2090","Delitto alla Casa Bianca",-0.100000000000001,6.1,"Action",27550,4e+07,0.0505371463156302,61,66,0.70724834129985,19827,107,1997,0,28034,"no","no"
"2093","Il matrimonio del mio migliore amico",-0.4,6.1,"Comedy",125479,3.8e+07,0.0987063896511172,93,204,0.405039575113327,51020,105,1997,0,125963,"no","no"
"2096","I segreti del cuore",-0.0999999999999996,5.9,"Comedy",1929,2e+06,0.025963808025177,35,37,0.52673021135516,1271,93,1997,0,2413,"no","no"
"2101","Niente da perdere",-0.2,6.7,"Action",42718,2.5e+07,0.116217367093583,48,95,0.70665709920837,30529,98,1997,0,43202,"no","no"
"2104","Qualcosa è cambiato",0,7.7,"Comedy",269595,5e+07,0.144444309160863,136,548,0.608207228255436,164264,139,1997,0,270079,"no","no"
"2105","Complice la notte",-0.4,5.8,"Drama",6008,2.4e+07,0.0329831419496702,39,40,0.630468268638324,4093,102,1997,0,6492,"no","no"
"2107","Gli impenitenti",-0.4,6,"Comedy",7358,3.3e+07,0.0542099192618224,34,60,0.663351185921959,5202,106,1997,0,7842,"no","no"
"2108","The Peacemaker",0.100000000000001,5.9,"Action",52696,5e+07,0.0561680212440653,96,169,0.701034223392253,37281,124,1997,1,53180,"no","no"
"2113","The Players Club",-1,5.6,"Comedy",5768,4500000,0.0764130091569308,22,31,0.506557901471529,3167,104,1998,0,6252,"no","no"
"2115","L'uomo del giorno dopo",-0.100000000000001,6.1,"Action",67246,8e+07,0.063973341012877,85,426,0.717761700871106,48614,177,1997,0,67730,"no","no"
"2124","Costretti ad uccidere",-0.0999999999999996,6.2,"Action",26162,3e+07,0.0407415276744927,107,179,0.70652255498011,18826,87,1998,0,26646,"no","no"
"2125","Sulle tracce del testimone",-0.8,5,"Crime",27,2e+06,0.0380434782608696,5,5,0.720156555772994,368,96,1997,0,511,"no","no"
"2131","Il santo",-0.399999999999999,6.2,"Action",61051,6.8e+07,0.0456539959572055,56,194,0.659234581945234,40566,116,1997,0,61535,"no","no"
"2135","Scream 2",-0.100000000000001,6.1,"Horror",153214,2.4e+07,0.186014014754536,210,523,0.633228799333758,97326,120,1997,0,153698,"no","no"
"2136","La catena del male",0,5.2,"Thriller",2367,4e+06,0.0555179417738659,23,40,0.518063837250088,1477,88,1998,0,2851,"no","no"
"2144","Un canestro x due",-0.4,5.6,"Comedy",4878,1.1e+07,0.133914828116983,18,25,0.726967549421857,3898,107,1997,0,5362,"no","no"
"2145","Un sorriso come il tuo",-0.3,4.8,"Comedy",858,1.8e+07,0.03601108033241,14,12,0.538002980625931,722,98,1997,0,1342,"no","no"
"2148","I sapori della vita",-0.8,6.7,"Comedy",6355,7500000,0.0711009174311927,33,32,0.446264073694985,3052,115,1997,0,6839,"no","no"
"2151","Il prigioniero",0,7.1,"Drama",21059,1e+07,0.0483744753503592,104,271,0.652508935617138,14057,110,1997,0,21543,"no","no"
"2152","Spawn",0,5.3,"Action",62605,4e+07,0.117508467088794,91,234,0.75349109987478,47537,96,1997,0,63089,"no","no"
"2153","Speed 2 - Senza limiti",-0.5,3.8,"Action",73058,1.6e+08,0.112074265338743,90,283,0.663539202088602,48798,121,1997,0,73542,"no","no"
"2154","Sfera",-0.100000000000001,6.1,"Action",97440,8e+07,0.0757730844085634,107,311,0.708355459335811,69365,134,1998,0,97924,"no","no"
"2157","Three Kings",0.199999999999999,7.1,"Action",157822,7.5e+07,0.126798138710392,128,569,0.712701982236933,112825,114,1999,1,158306,"no","no"
"2161","Starship Troopers - Fanteria dello spazio",0.6,7.3,"Action",264127,1.05e+08,0.129558695056578,201,1147,0.731069381091489,193449,129,1997,1,264611,"no","no"
"2162","Steel",-0.3,2.9,"Action",10516,1.6e+07,0.135004237801187,45,66,0.750818181818182,8259,97,1997,0,11000,"no","no"
"2168","Suicide Kings",-0.3,6.9,"Comedy",25322,5e+06,0.0585509212162315,44,162,0.685654498953732,17694,106,1997,0,25806,"no","no"
"2173","Telling Lies in America",0,6.2,"Drama",1595,4e+06,0.0330788804071247,24,26,0.567099567099567,1179,101,1997,0,2079,"no","no"
"2177","Smoke Signals",-0.5,6.9,"Comedy",9067,2e+06,0.0955388866956178,43,135,0.530415663281332,5066,89,1998,0,9551,"no","no"
"2178","Segreti",-0.4,6,"Drama",4529,2.8e+07,0.0363636363636364,50,36,0.504687811689607,2530,105,1997,0,5013,"no","no"
"2189","The Truman Show",0.0999999999999996,8.1,"Comedy",910018,6e+07,0.271233091593585,238,1165,0.602138161146269,548248,103,1998,1,910502,"no","no"
"2192","L'orgoglio di un figlio",-0.0999999999999996,6.5,"Drama",496,3e+06,0.0298210735586481,17,23,0.513265306122449,503,92,1996,0,980,"no","no"
"2197","Las Vegas - Una vacanza al casinò",-0.3,5.9,"Comedy",43168,2.5e+07,0.101388375298349,39,108,0.681457894254559,29747,93,1997,0,43652,"no","no"
"2199","Vulcano - Los Angeles 1997",-0.5,5.4,"Action",70479,9e+07,0.116747656710652,95,212,0.693079492129701,49183,104,1997,0,70963,"no","no"
"2202","Waterboy",0.0999999999999996,6.1,"Comedy",145402,2.3e+07,0.20290776919582,90,335,0.678920526986825,99045,90,1998,1,145886,"no","no"
"2204","Ad occhi aperti",-0.9,5.8,"Comedy",3335,6e+06,0.106172839506173,30,51,0.636292223095051,2430,88,1998,0,3819,"no","no"
"2207","Wishmaster - Il signore dei desideri",0,5.8,"Fantasy",19288,5e+06,0.0912600145666424,98,167,0.694416346348371,13730,90,1997,0,19772,"no","no"
"2212","American History X",-0.0999999999999996,8.5,"Drama",1013734,2e+07,0.250122219037971,174,1594,0.64336957143336,652517,119,1998,0,1014218,"no","no"
"2213","Armageddon - Giudizio finale",-0.3,6.7,"Action",389326,1.4e+08,0.167613779036302,171,1228,0.664059413560453,258857,151,1998,0,389810,"no","no"
"2216","Essere John Malkovich",0.100000000000001,7.7,"Comedy",304479,1.3e+07,0.178852712859267,263,888,0.637418309762168,194389,113,1999,1,304963,"no","no"
"2219","Il grande colpo",-0.2,6.1,"Action",27620,1.3e+07,0.0517145034290069,60,177,0.700434101907202,19685,91,1998,0,28104,"no","no"
"2220","Blade",0.0999999999999996,7.1,"Action",239630,4.5e+07,0.185531823803634,181,635,0.700400643027895,168176,120,1998,1,240114,"no","no"
"2221","A Walk on the Moon - Complice la luna",-0.5,6.4,"Drama",7353,1.4e+07,0.0470282746682054,44,117,0.442261069286717,3466,107,1999,0,7837,"no","no"
"2225","La leggenda di un amore - Cinderella",-0.9,6.5,"Comedy",67492,2.6e+07,0.091689724262952,95,370,0.308373543603625,20962,121,1998,0,67976,"no","no"
"2226","A Civil Action",0.0999999999999996,6.6,"Drama",26568,7.5e+07,0.0551869055518691,121,188,0.668490314948987,18084,115,1998,1,27052,"no","no"
"2227","Claudine's Return",-0.0999999999999996,4.7,"Drama",-213,2e+06,0.0395480225988701,4,15,0.653136531365314,177,91,1998,0,271,"no","no"
"2230","In fondo al cuore",-0.5,6.2,"Drama",12288,3.8e+07,0.0766519823788546,52,117,0.444331349827748,5675,106,1999,0,12772,"no","no"
"2231","Deep Impact",-0.2,6.2,"Action",160238,7.5e+07,0.101658157502372,141,554,0.688549171861973,110665,120,1998,0,160722,"no","no"
"2233","Il 13º guerriero",0,6.6,"Action",114141,1.6e+08,0.0998794890335021,96,584,0.723925845147219,82980,102,1999,0,114625,"no","no"
"2234","Nemico pubblico",0,7.3,"Action",223305,9e+07,0.141114369501466,90,451,0.723784457681119,161975,132,1998,0,223789,"no","no"
"2235","Tempesta di fuoco",-0.6,4.7,"Action",3160,1.9e+07,0.0329581993569132,47,50,0.682766190998902,2488,89,1998,0,3644,"no","no"
"2237","Gloria",-0.5,5.1,"Crime",4872,3e+07,0.047504509921828,49,40,0.620985810306199,3326,108,1999,0,5356,"no","no"
"2238","Nemiche amiche",-0.8,6.4,"Comedy",58983,5e+07,0.10558841705659,55,264,0.380950779423882,22654,125,1998,0,59467,"no","no"
"2239","Il miglio verde",-0.0999999999999996,8.6,"Crime",1111852,6e+07,0.260115094642887,205,1761,0.598481933516491,665713,189,1999,0,1112336,"no","no"
"2241","Half Baked",0.100000000000001,6.7,"Comedy",56620,8e+06,0.148977322179779,42,173,0.724327542729056,41362,82,1998,1,57104,"no","no"
"2242","Halloween - 20 anni dopo",-0.2,5.7,"Horror",64284,1.7e+07,0.145226323621178,166,637,0.643311511857708,41666,86,1998,0,64768,"no","no"
"2243","Il genio",0,4.9,"Comedy",18330,6e+07,0.074653312788906,56,92,0.689911767832465,12980,114,1998,0,18814,"no","no"
"2246","In Dreams",-0.5,5.4,"Drama",11679,3e+07,0.032015065913371,64,153,0.567540902737811,6903,100,1999,0,12163,"no","no"
"2250","The Last Days of Disco",0.100000000000001,6.7,"Comedy",11405,8e+06,0.0846289036095715,91,134,0.622171755404155,7397,113,1998,1,11889,"no","no"
"2251","Lost in Space",-0.0999999999999996,5.2,"Action",68201,8e+07,0.0655852269117554,114,397,0.687500909951227,47221,130,1998,0,68685,"no","no"
"2253","Mafia!",0.100000000000001,5.7,"Comedy",13880,1e+07,0.0858322682135483,61,104,0.708089668615984,10171,87,1998,1,14364,"no","no"
"2254","Codice Mercury",-0.300000000000001,6.1,"Action",66848,6e+07,0.0892756408917118,84,146,0.710850709915048,47863,111,1998,0,67332,"no","no"
"2255","Il grande Joe",-0.5,5.5,"Action",26735,9e+07,0.169486631633655,40,97,0.63621000036739,17317,114,1998,0,27219,"no","no"
"2256","Gli infiltrati",-0.5,4.2,"Action",8112,5e+07,0.0225319839602826,63,107,0.609236854350861,5237,92,1999,0,8596,"no","no"
"2257","Martin il marziano",-0.4,5,"Comedy",12176,6.5e+07,0.165033460803059,48,76,0.660979462875197,8368,94,1999,0,12660,"no","no"
"2260","The Newton Boys",-0.100000000000001,6.1,"Action",9670,2.7e+07,0.0742812742812743,65,40,0.633740397872759,6435,122,1998,0,10154,"no","no"
"2261","A Night at the Roxbury",0,6.3,"Comedy",55675,1.7e+07,0.144907395709629,54,255,0.704731209601311,39577,82,1998,0,56159,"no","no"
"2264","The Opposite of Sex - L'esatto contrario del sesso",0.2,6.4,"Comedy",19309,5e+06,0.035602639805488,74,181,0.581821856211792,11516,105,1997,1,19793,"no","no"
"2266","Out of Sight",0.2,7,"Comedy",83231,4.8e+07,0.0839843400847352,149,337,0.668207609150093,55939,123,1998,1,83715,"no","no"
"2267","Payback - La rivincita di Porter",0.399999999999999,7.1,"Action",129245,9e+07,0.0837705054542427,153,414,0.740559165645307,96072,100,1999,1,129729,"no","no"
"2269","Delitto perfetto",-0.0999999999999996,6.5,"Crime",77202,6e+07,0.098020447232292,74,207,0.632057256133666,49102,107,1998,0,77686,"no","no"
"2270","Pleasantville",-0.0999999999999996,7.5,"Comedy",119120,6e+07,0.12225241155245,157,727,0.581594261061503,69561,124,1998,0,119604,"no","no"
"2271","Amori & incantesimi",-1.1,5.7,"Comedy",69913,7.5e+07,0.0919544771990832,100,282,0.359475545832919,25306,104,1998,0,70397,"no","no"
"2273","Rush Hour - Due mine vaganti",0,7,"Action",234166,3.3e+07,0.263352677912753,80,345,0.693219688898359,162664,98,1998,0,234650,"no","no"
"2275","Salvate il soldato Ryan",0.5,8.6,"Drama",1203341,7e+07,0.253591606758215,268,2610,0.64441841629805,775767,169,1998,1,1203825,"no","no"
"2276","Effetti collaterali",0,6.1,"Comedy",13374,1.5e+07,0.140823477879982,37,34,0.658969548275364,9132,93,1998,0,13858,"no","no"
"2278","Sei giorni sette notti",-0.100000000000001,5.8,"Action",71228,7e+07,0.0911503077491898,106,185,0.641161869701026,45979,102,1998,0,71712,"no","no"
"2280","L'altra faccia di Beverly Hills",-0.2,6.6,"Comedy",11389,5e+06,0.0504382592649546,52,82,0.547713299081951,6503,91,1998,0,11873,"no","no"
"2285","Star Trek - L'insurrezione",-0.399999999999999,6.4,"Action",68886,5.8e+07,0.0621156722619245,174,536,0.693902263226178,48136,103,1998,0,69370,"no","no"
"2290","U.S. Marshals - Caccia senza tregua",-0.0999999999999996,6.5,"Action",93587,6e+07,0.0919715521665811,67,148,0.724931169010641,68195,131,1998,0,94071,"no","no"
"2291","Amore a doppio senso",-1.1,4.8,"Comedy",1207,4e+06,0.0163934426229508,18,39,0.541099940863394,915,100,1998,0,1691,"no","no"
"2292","Sesso & potere",0,7.2,"Comedy",77240,1.5e+07,0.0929396710699635,146,236,0.683727034120735,53142,97,1997,0,77724,"no","no"
"2293","Prima o poi me lo sposo",-0.100000000000001,6.8,"Comedy",131595,1.8e+07,0.134759316158513,102,365,0.576609453433173,76158,97,1998,0,132079,"no","no"
"2294","Sex crimes - Giochi pericolosi",0.2,6.5,"Crime",105639,2e+07,0.0844822695035461,71,407,0.66432347370504,70500,108,1998,1,106123,"no","no"
"2295","Wild Wild West",-0.199999999999999,4.9,"Action",150511,1.7e+08,0.15262932877298,96,642,0.697076062121262,105255,106,1999,0,150995,"no","no"
"2296","X-Files - Il film",-0.3,7,"Drama",99148,6.6e+07,0.0822649410550911,149,314,0.661524409828168,65909,121,1998,0,99632,"no","no"
"2297","X-Men",-0.3,7.3,"Action",561538,7.5e+07,0.259646338067391,311,1448,0.638942959528275,359100,104,2000,0,562022,"no","no"
"2298","Zero Effect",-0.100000000000001,6.8,"Comedy",13190,5e+06,0.0359400998336106,86,151,0.659280386134269,9015,116,1998,0,13674,"no","no"
"2299","Men in Black II",-0.300000000000001,6.1,"Action",336604,1.4e+08,0.257783423196156,201,650,0.667950208847541,225158,88,2002,0,337088,"no","no"
"2300","Star Wars: Episodio I - La minaccia fantasma",-0.2,6.5,"Action",712635,1.15e+08,0.240923230825257,359,3856,0.639211688371786,455834,136,1999,0,713119,"no","no"
"2304","Star Wars: Episodio II - L'attacco dei cloni",-0.100000000000001,6.6,"Action",625277,1.15e+08,0.249701156524251,325,3660,0.641695471593787,401548,142,2002,0,625761,"no","no"
"2305","Star Wars: Episodio III - La vendetta dei Sith",0.0999999999999996,7.5,"Action",693755,1.13e+08,0.250007153563906,391,3569,0.654412961530539,454319,140,2005,1,694239,"no","no"
"2307","The Last Broadcast",0.0999999999999996,5.3,"Horror",4260,900,0.095253164556962,46,171,0.66610455311973,3160,86,1998,1,4744,"no","no"
"2308","Arma letale 4",-0.100000000000001,6.6,"Action",150546,1.4e+08,0.11615743562222,158,310,0.727914983778057,109937,127,1998,0,151030,"no","no"
"2316","Small Soldiers",0.100000000000001,6.2,"Action",89712,4e+07,0.240253921970629,103,155,0.730043460907357,65847,108,1998,1,90196,"no","no"
"2321","Bruno",-0.899999999999999,5.9,"Comedy",881,1e+07,0.0714285714285714,9,28,0.512820512820513,700,108,2000,0,1365,"no","no"
"2329","Life",-0.100000000000001,6.8,"Comedy",44245,8e+07,0.144647931796653,63,151,0.708041762614858,31670,108,1999,0,44729,"no","no"
"2339","Cose molto cattive",0.2,6.4,"Comedy",43966,3e+07,0.0467506956948764,96,490,0.687176602924634,30545,100,1998,1,44450,"no","no"
"2340","Sbucato dal passato",-0.100000000000001,6.6,"Comedy",58079,3.5e+07,0.0995417735381423,98,257,0.592507214452812,34699,112,1999,0,58563,"no","no"
"2341","Le regole della casa del sidro",0,7.4,"Drama",91342,2.4e+07,0.104014008107954,135,426,0.57217999259469,52541,126,1999,0,91826,"no","no"
"2344","He Got Game",0.300000000000001,6.9,"Drama",43147,2.5e+07,0.139990852264065,54,123,0.751644472966469,32795,136,1998,1,43631,"no","no"
"2345","Simon Birch",-0.6,6.7,"Comedy",19816,3e+07,0.10129624860503,58,224,0.57384236453202,11649,114,1998,0,20300,"no","no"
"2347","Heartbreakers - Vizio di famiglia",-0.2,6.1,"Comedy",50373,3.5e+07,0.0870001383700014,121,223,0.568417327014964,28908,123,2001,0,50857,"no","no"
"2365","The Legionary - Fuga all'inferno",0,5.4,"Action",21796,2e+07,0.101484294097342,29,70,0.78016157989228,17382,99,1998,0,22280,"no","no"
"2366","Pecker",-0.100000000000001,6.3,"Comedy",12735,6e+06,0.0409711684370258,55,140,0.598229820712611,7908,87,1998,0,13219,"no","no"
"2371","Denial",0.5,5.4,"Comedy",526,5e+06,0.0249221183800623,4,14,0.635643564356436,642,93,1998,1,1010,"no","no"
"2372","Election",0.399999999999999,7.3,"Comedy",87690,2.5e+07,0.13026890880806,167,478,0.612380066686325,53996,103,1999,1,88174,"no","no"
"2374","Gioco d'amore",0,6.6,"Drama",30800,8e+07,0.0596098953377735,91,241,0.671908963048204,21020,137,1999,0,31284,"no","no"
"2381","Ombre aliene",-1.9,4.4,"Action",555,2e+06,0.0625,5,31,0.662175168431184,688,95,1997,0,1039,"no","no"
"2383","Six Ways to Sunday",-0.600000000000001,6.1,"Comedy",891,2500000,0.039647577092511,20,28,0.495272727272727,681,97,1997,0,1375,"no","no"
"2384","The Sticky Fingers of Time",-0.7,6,"Sci-Fi",-60,250000,0.0411522633744856,9,7,0.57311320754717,243,81,1997,0,424,"no","no"
"2391","Un altro giorno in paradiso",-0.0999999999999996,6.5,"Crime",7706,4500000,0.0556171470805617,38,81,0.660805860805861,5412,101,1998,0,8190,"no","no"
"2392","Giovani, pazzi e svitati",0,6.5,"Comedy",44438,1e+07,0.0898360912869579,82,265,0.567695115978808,25502,100,1998,0,44922,"no","no"
"2400","The Confession",-0.2,6,"Drama",1889,4e+06,0.0535714285714286,5,22,0.63716814159292,1512,114,1999,0,2373,"no","no"
"2405","Il giocatore - Rounders",0.4,7.4,"Crime",140149,1.2e+07,0.150189370450578,136,316,0.74535137556619,104821,121,1998,1,140633,"no","no"
"2406","Rushmore",0.2,7.7,"Comedy",165409,9e+06,0.200033375980419,190,666,0.650190182828691,107862,93,1998,1,165893,"no","no"
"2410","C'è post@ per te",-0.4,6.5,"Comedy",189709,6.5e+07,0.143105266422678,129,619,0.508567612898477,96726,119,1998,0,190193,"no","no"
"2421","Tutti pazzi per Mary",0.600000000000001,7.2,"Comedy",285930,2.3e+07,0.148009756314875,183,650,0.626980524695022,179576,119,1998,1,286414,"no","no"
"2439","Bowfinger",0.100000000000001,6.4,"Comedy",64880,5.5e+07,0.0870933417853343,129,380,0.675769536748057,44171,97,1999,1,65364,"no","no"
"2440","Edtv",0.0999999999999996,6.1,"Comedy",40565,8e+07,0.065668906536347,73,201,0.638066700772248,26192,122,1999,1,41049,"no","no"
"2446","Baseketball",0.3,6.6,"Comedy",55603,2.5e+07,0.140601769911504,43,212,0.755522670137465,42375,103,1998,1,56087,"no","no"
"2448","The First of May",-1.1,6.3,"Drama",-69,2500000,0.101382488479263,3,12,0.52289156626506,217,111,1999,0,415,"no","no"
"2449","Partita col destino",0.100000000000001,5.7,"Comedy",93,2250000,0.00797872340425532,4,17,0.651646447140381,376,104,1999,1,577,"no","no"
"2452","Mystery Men",0,6.1,"Action",60640,6.8e+07,0.0936901094102521,138,453,0.67438322099339,41221,121,1999,0,61124,"no","no"
